node_id,time_idx,time_value,scale_idx,scale_value,object_id,stitch_defect,enstrophy_mean,enstrophy_integral,q_mean,q_max,strain_sq_mean_proxy,cx,cy,cz,physical_volume,equiv_radius
t03_s00_o000267,3,0.006,0,0.0061359405517578125,o000267,0.3987692488312633,2168.8787961473654,0.0766602345360123,873.8589214250153,2644.510009765625,421.1609532973348,0.854058758106107,1.0924380433325673,0.8048509211322061,3.534555949930712e-05,0.020358639419177448
t03_s00_o000222,3,0.006,0,0.0061359405517578125,o000222,0.3987692488312633,1389.2514842964752,0.10976159399486285,553.7393289309496,1014.0994873046875,281.772826434576,0.8288722735399391,0.9968750435009337,0.7533930282146609,7.900772123374533e-05,0.026619116821678352
t04_s00_o000234,4,0.008,0,0.0061359405517578125,o000234,0.39067263354867704,2187.714107990265,0.06469101525454098,915.7359616756439,2323.704345703125,356.24218463897705,0.8041917085647583,1.055477648973465,0.732094407081604,2.957014128046609e-05,0.01918322394302533
t01_s01_o000052,1,0.002,1,0.012271881103515625,o000052,0.3770700051845914,969.6083633747506,0.08422240285690658,395.63657427848653,636.4015502929688,178.33521481777757,1.366030084325912,0.6299783219682409,0.30490402465171,8.686229001136914e-05,0.027473514658917425
t06_s00_o000148,6,0.012,0,0.0061359405517578125,o000148,0.373423849115834,1585.964478697958,0.057888723474547654,598.972855580004,1045.0614013671875,388.01876753795,1.1654403541661515,0.6977496448951432,0.45813728284232225,3.650064314307533e-05,0.020578038203857545
t07_s01_o000067,7,0.014,1,0.012271881103515625,o000067,0.37222683309264715,1081.3158669170393,0.5375740209065009,432.54294787552277,1106.25634765625,216.2299711659938,1.0155665918796923,0.35297625304154745,0.41798528862708567,0.0004971480002778361,0.049143456112310156
t00_s01_o000253,0,0.0,1,0.012271881103515625,o000253,0.3705065005495053,1121.9592016601562,0.05183826891251526,439.4798468017578,793.816650390625,242.9995080566406,1.0825026321411133,0.7060013198852539,0.8380467605590821,4.6203345750728264e-05,0.02226015951165992
t05_s00_o000133,5,0.01,0,0.0061359405517578125,o000133,0.3633604183092222,1692.9159649844773,0.2686801409921577,729.3548996660213,1899.9742431640625,234.20616565243472,1.3809260211483707,1.0304896841923743,0.47765662402912346,0.0001587084926537516,0.03358694624569407
t02_s00_o000451,2,0.004,0,0.0061359405517578125,o000451,0.36065704994910286,1497.8188699389261,0.04359867316544457,554.3275056869264,953.1235961914062,389.16385856507327,0.7911954455905491,0.8635605857485816,1.2711623509724934,2.9108107822958806e-05,0.019082786375296396
t04_s00_o000380,4,0.008,0,0.0061359405517578125,o000380,0.3541536741558954,2251.8962297396424,0.11496987980765142,783.7086021457862,1730.905517578125,684.4790254480699,0.9305528666638679,0.5368531516234799,1.1261255600873161,5.105469705455473e-05,0.02301348365417128
t00_s00_o000056,0,0.0,0,0.0061359405517578125,o000056,0.3496348974300264,2401.5575353699196,5.44536166368722,890.1273075362219,6368.31201171875,621.3029202974758,0.6082983290001378,0.5817803130730402,0.5548446905959096,0.0022674291927169896,0.08149826717671035
t01_s01_o000257,1,0.002,1,0.012271881103515625,o000257,0.34833583088395825,689.7693158318015,0.021671362127581605,302.3539356904871,352.3469543457031,85.06144445082725,0.2766587313483743,0.7198902017929975,0.8541590185726391,3.141827511049522e-05,0.019574825969568093
t07_s01_o000205,7,0.014,1,0.012271881103515625,o000205,0.3461601878932506,949.3886707850864,0.09825744993816121,384.945323399135,798.390380859375,179.4980239868164,0.8296668188912528,0.9902969769069127,0.7417913845607212,0.00010349549448163131,0.02912578313520594
t07_s01_o000201,7,0.014,1,0.012271881103515625,o000201,0.3461601878932506,1083.3442964553833,0.1281385756062913,443.35780096054077,1241.69140625,196.62869453430176,0.8527039885520935,1.0803090333938599,0.7589391469955444,0.00011828056512186436,0.030451469867299963
t01_s00_o000131,1,0.002,0,0.0061359405517578125,o000131,0.3459639270232855,1719.0268918096249,0.2767954065222233,743.4993402598749,1921.7755126953125,232.02821128987512,1.3777783529317191,1.0243147243899287,0.48480973045316283,0.000161018659941288,0.03374912619287814
t08_s00_o000279,8,0.016,0,0.0061359405517578125,o000279,0.34495964637067267,2180.3837127218917,0.4941347155986568,821.3143211310306,2567.669921875,537.7550704598304,0.49462185819822224,0.9526845191232292,0.908344373790496,0.00022662741090732214,0.03782172007153263
t02_s00_o000196,2,0.004,0,0.0061359405517578125,o000196,0.3424949455666543,1437.6413294474285,0.0398543036459977,554.0832313537597,1036.8958740234375,329.474866739909,1.106361214319865,1.2839966932932536,0.6429443041483561,2.772200745043696e-05,0.01877494566696141
t05_s02_o000118,5,0.01,2,0.02454376220703125,o000118,0.33824492595034883,526.3954263363245,0.8249761176862835,213.64631249769678,733.64794921875,99.10280134093091,0.8557321620437334,0.8108124463063365,0.817527249174298,0.0015672174878647027,0.07205767081721863
t08_s00_o000245,8,0.016,0,0.0061359405517578125,o000245,0.33729244380928697,2624.636134719325,3.5361448685948345,964.3012834818438,6453.03173828125,696.0335677556375,0.8231387396735256,0.7755178649729663,0.9431388829470662,0.0013472895620912362,0.06851580720142492
t08_s01_o000028,8,0.016,1,0.012271881103515625,o000028,0.335333903288728,1190.6003364458477,0.803141897337817,496.4340375508348,1489.0992431640625,197.73226134417814,0.7896114950310693,1.051859913133595,0.21992723909142897,0.0006745688479606327,0.054405886436932664
t03_s00_o000129,3,0.006,0,0.0061359405517578125,o000129,0.33266252204654606,1697.3067534874226,0.2729059527019607,734.1462262471517,1909.4349365234375,229.01430099311915,1.3795110713476422,1.0284929549557038,0.4822796377642401,0.00016078764321253436,0.033732978283143714
t07_s00_o000230,7,0.014,0,0.0061359405517578125,o000230,0.3324739460735794,1180.6874899668237,0.01991137499771128,465.7982888417701,641.2177124023438,249.0909122832835,1.0589120420691085,0.3823615557526889,0.6843675064713988,1.6864221199015816e-05,0.01590837770047859
t06_s00_o000453,6,0.012,0,0.0061359405517578125,o000453,0.327323604495017,1505.153288269043,0.04172587067144409,549.157112121582,929.9662475585938,406.839064025879,0.7907182057698569,0.8609235922495524,1.262776565551758,2.772200745043696e-05,0.01877494566696141
t08_s00_o000127,8,0.016,0,0.0061359405517578125,o000127,0.32273831389445007,1693.3141072591145,0.25700781297808534,731.2469422037017,1915.0640869140625,230.82022285171115,1.3827533489674375,1.0308660306886994,0.4715428287035799,0.00015177799079114235,0.033090759105765165
t06_s00_o000329,6,0.012,0,0.0061359405517578125,o000329,0.32254143414346254,3045.6776317620215,0.7901455887771189,1171.684059611836,6372.87060546875,702.3095125383497,0.7127307474029351,0.9886131252652284,1.0079115598411934,0.0002594317863903392,0.039565032390565205
t03_s00_o000239,3,0.006,0,0.0061359405517578125,o000239,0.31721160143873484,2666.406325236099,3.642932136560939,976.8996331089447,7271.2216796875,712.6070590182094,0.819471772393545,0.7750998127085558,0.9537133693211298,0.0013662329338490348,0.06883543272829992
t01_s01_o000033,1,0.002,1,0.012271881103515625,o000033,0.31546246237170605,1147.3008659116683,0.13146266369781032,455.9682063441123,844.0744018554688,235.36445322344377,0.5537191514045962,1.201951580662881,0.2734452216855941,0.0001145842974618061,0.03013090427255555
t04_s00_o000346,4,0.008,0,0.0061359405517578125,o000346,0.31321387256357053,1675.0207338300581,0.11337863848351552,649.1666785751187,1879.7938232421875,376.6873766798208,0.8270326425597936,0.5779720931329825,1.0920508257765005,6.768790152481691e-05,0.025281770248698036
