object_id,object_name,supernova_type,band,phase_name,stage_index,alpha,alpha_radius,gap_base,duration_base,slope_base,curvature_base,gap_alpha,duration_alpha,slope_alpha,curvature_alpha,gap_response_norm,duration_response_norm,slope_response_norm,curvature_response_norm,structural_response,phase_persistence_score,boundary_role,support_regime_proxy,alpha_status,instability_flag
B_SN1987A,SN1987A,II Pec,I,peak,2,1.05,0.05,0.035,5.92,-0.01506300567,0.0002108092336,0.03675,6.216,-0.01581615595,0.0002213496953,0.001535087719,0.003745887117,0.02178518099,1.228973876e-05,0.005007421833,0.9950175275,maximum_observable_response,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,peak,2,1.1,0.1,0.035,5.92,-0.01506300567,0.0002108092336,0.0385,6.512,-0.01656930624,0.000231890157,0.003070175439,0.007491774234,0.04357036199,2.457947753e-05,0.01001484367,0.9900844589,maximum_observable_response,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,peak,2,1.15,0.15,0.035,5.92,-0.01506300567,0.0002108092336,0.04025,6.808,-0.01732245652,0.0002424306186,0.004605263158,0.01123766135,0.06535554298,3.686921629e-05,0.0150222655,0.9852000631,maximum_observable_response,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,peak,2,1.2,0.2,0.035,5.92,-0.01506300567,0.0002108092336,0.042,7.104,-0.0180756068,0.0002529710803,0.006140350877,0.01498354847,0.08714072397,4.915895505e-05,0.02002968733,0.9803636232,maximum_observable_response,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,peak,2,1.25,0.25,0.035,5.92,-0.01506300567,0.0002108092336,0.04375,7.4,-0.01882875709,0.000263511542,0.007675438596,0.01872943559,0.108925905,6.144869382e-05,0.02503710916,0.9755744363,maximum_observable_response,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,peak,2,1.3,0.3,0.035,5.92,-0.01506300567,0.0002108092336,0.0455,7.696,-0.01958190737,0.0002740520037,0.009210526316,0.0224753227,0.130711086,7.373843258e-05,0.030044531,0.9708318135,maximum_observable_response,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,peak,2,1.35,0.35,0.035,5.92,-0.01506300567,0.0002108092336,0.04725,7.992,-0.02033505765,0.0002845924654,0.01074561404,0.02622120982,0.152496267,8.602817134e-05,0.03505195283,0.9661350788,maximum_observable_response,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,peak,2,1.4,0.4,0.035,5.92,-0.01506300567,0.0002108092336,0.049,8.288,-0.02108820794,0.000295132927,0.01228070175,0.02996709694,0.1742814479,9.831791011e-05,0.04005937466,0.9614835695,maximum_observable_response,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,peak,2,1.45,0.45,0.035,5.92,-0.01506300567,0.0002108092336,0.05075,8.584,-0.02184135822,0.0003056733887,0.01381578947,0.03371298405,0.1960666289,0.0001106076489,0.04506679649,0.9568766354,maximum_observable_response,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,peak,2,1.5,0.5,0.035,5.92,-0.01506300567,0.0002108092336,0.0525,8.88,-0.0225945085,0.0003162138504,0.01535087719,0.03745887117,0.2178518099,0.0001228973876,0.05007421833,0.9523136389,maximum_observable_response,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,early_decline,3,0.5,0.5,0.924,31.01,0.0256924065,0.009100805557,0.462,15.505,0.01284620325,0.004550402778,0.4052631579,0.1962161478,0.3715817002,0.00530557988,0.2775031995,0.7827769045,post_boundary_relaxation,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,early_decline,3,0.55,0.45,0.924,31.01,0.0256924065,0.009100805557,0.5082,17.0555,0.01413082358,0.005005443056,0.3647368421,0.176594533,0.3344235302,0.004775021892,0.2497528796,0.8001581884,post_boundary_relaxation,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,early_decline,3,0.6,0.4,0.924,31.01,0.0256924065,0.009100805557,0.5544,18.606,0.0154154439,0.005460483334,0.3242105263,0.1569729182,0.2972653602,0.004244463904,0.2220025596,0.8183288915,post_boundary_relaxation,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,early_decline,3,0.65,0.35,0.924,31.01,0.0256924065,0.009100805557,0.6006,20.1565,0.01670006423,0.005915523612,0.2836842105,0.1373513035,0.2601071902,0.003713905916,0.1942522397,0.8373440441,post_boundary_relaxation,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,early_decline,3,0.7,0.3,0.924,31.01,0.0256924065,0.009100805557,0.6468,21.707,0.01798468455,0.00637056389,0.2431578947,0.1177296887,0.2229490201,0.003183347928,0.1665019197,0.8572639128,post_boundary_relaxation,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,early_decline,3,0.75,0.25,0.924,31.01,0.0256924065,0.009100805557,0.693,23.2575,0.01926930488,0.006825604168,0.2026315789,0.09810807391,0.1857908501,0.00265278994,0.1387515998,0.878154639,post_boundary_relaxation,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,early_decline,3,0.8,0.2,0.924,31.01,0.0256924065,0.009100805557,0.7392,24.808,0.0205539252,0.007280644446,0.1621052632,0.07848645912,0.1486326801,0.002122231952,0.1110012798,0.9000889722,post_boundary_relaxation,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,early_decline,3,0.85,0.15,0.924,31.01,0.0256924065,0.009100805557,0.7854,26.3585,0.02183854553,0.007735684723,0.1215789474,0.05886484434,0.1114745101,0.001591673964,0.08325095986,0.9231471165,post_boundary_relaxation,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,early_decline,3,0.9,0.1,0.924,31.01,0.0256924065,0.009100805557,0.8316,27.909,0.02312316585,0.008190725001,0.08105263158,0.03924322956,0.07431634005,0.001061115976,0.0555006399,0.9474177108,post_boundary_relaxation,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,early_decline,3,0.95,0.05,0.924,31.01,0.0256924065,0.009100805557,0.8778,29.4595,0.02440778617,0.008645765279,0.04052631579,0.01962161478,0.03715817002,0.000530557988,0.02775031995,0.9729989673,post_boundary_relaxation,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,early_decline,3,1,0,0.924,31.01,0.0256924065,0.009100805557,0.924,31.01,0.0256924065,0.009100805557,0,0,0,0,0,1,post_boundary_relaxation,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,early_decline,3,1.05,0.05,0.924,31.01,0.0256924065,0.009100805557,0.9702,32.5605,0.02697702683,0.009555845835,0.04052631579,0.01962161478,0.03715817002,0.000530557988,0.02775031995,0.9729989673,post_boundary_relaxation,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,early_decline,3,1.1,0.1,0.924,31.01,0.0256924065,0.009100805557,1.0164,34.111,0.02826164715,0.01001088611,0.08105263158,0.03924322956,0.07431634005,0.001061115976,0.0555006399,0.9474177108,post_boundary_relaxation,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,early_decline,3,1.15,0.15,0.924,31.01,0.0256924065,0.009100805557,1.0626,35.6615,0.02954626747,0.01046592639,0.1215789474,0.05886484434,0.1114745101,0.001591673964,0.08325095986,0.9231471165,post_boundary_relaxation,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,early_decline,3,1.2,0.2,0.924,31.01,0.0256924065,0.009100805557,1.1088,37.212,0.0308308878,0.01092096667,0.1621052632,0.07848645912,0.1486326801,0.002122231952,0.1110012798,0.9000889722,post_boundary_relaxation,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,early_decline,3,1.25,0.25,0.924,31.01,0.0256924065,0.009100805557,1.155,38.7625,0.03211550812,0.01137600695,0.2026315789,0.09810807391,0.1857908501,0.00265278994,0.1387515998,0.878154639,post_boundary_relaxation,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,early_decline,3,1.3,0.3,0.924,31.01,0.0256924065,0.009100805557,1.2012,40.313,0.03340012845,0.01183104722,0.2431578947,0.1177296887,0.2229490201,0.003183347928,0.1665019197,0.8572639128,post_boundary_relaxation,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,early_decline,3,1.35,0.35,0.924,31.01,0.0256924065,0.009100805557,1.2474,41.8635,0.03468474878,0.0122860875,0.2836842105,0.1373513035,0.2601071902,0.003713905916,0.1942522397,0.8373440441,post_boundary_relaxation,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,early_decline,3,1.4,0.4,0.924,31.01,0.0256924065,0.009100805557,1.2936,43.414,0.0359693691,0.01274112778,0.3242105263,0.1569729182,0.2972653602,0.004244463904,0.2220025596,0.8183288915,post_boundary_relaxation,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,early_decline,3,1.45,0.45,0.924,31.01,0.0256924065,0.009100805557,1.3398,44.9645,0.03725398943,0.01319616806,0.3647368421,0.176594533,0.3344235302,0.004775021892,0.2497528796,0.8001581884,post_boundary_relaxation,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,early_decline,3,1.5,0.5,0.924,31.01,0.0256924065,0.009100805557,1.386,46.515,0.03853860975,0.01365120834,0.4052631579,0.1962161478,0.3715817002,0.00530557988,0.2775031995,0.7827769045,post_boundary_relaxation,ejecta_cooling,valid,no
B_SN1987A,SN1987A,II Pec,I,plateau_or_shoulder,4,0.5,0.5,0.85,76.93,0.07243274543,21.28758141,0.425,38.465,0.03621637272,10.64379071,0.3728070175,0.4867754999,1.047573442,12.4102161,2.313823888,0.3017661873,plateau_or_buffer_regime,recombination_plateau,unstable,yes
B_SN1987A,SN1987A,II Pec,I,plateau_or_shoulder,4,0.55,0.45,0.85,76.93,0.07243274543,21.28758141,0.4675,42.3115,0.03983800999,11.70816978,0.3355263158,0.4380979499,0.9428160974,11.16919449,2.082441499,0.3244181602,plateau_or_buffer_regime,recombination_plateau,unstable,yes
B_SN1987A,SN1987A,II Pec,I,plateau_or_shoulder,4,0.6,0.4,0.85,76.93,0.07243274543,21.28758141,0.51,46.158,0.04345964726,12.77254885,0.298245614,0.3894203999,0.8380587533,9.928172878,1.85105911,0.3507468493,plateau_or_buffer_regime,recombination_plateau,valid,no
B_SN1987A,SN1987A,II Pec,I,plateau_or_shoulder,4,0.65,0.35,0.85,76.93,0.07243274543,21.28758141,0.5525,50.0045,0.04708128453,13.83692792,0.2609649123,0.3407428499,0.7333014091,8.687151268,1.619676721,0.3817264901,plateau_or_buffer_regime,recombination_plateau,valid,no
B_SN1987A,SN1987A,II Pec,I,plateau_or_shoulder,4,0.7,0.3,0.85,76.93,0.07243274543,21.28758141,0.595,53.851,0.0507029218,14.90130699,0.2236842105,0.2920652999,0.628544065,7.446129659,1.388294333,0.4187088611,plateau_or_buffer_regime,recombination_plateau,valid,no
B_SN1987A,SN1987A,II Pec,I,plateau_or_shoulder,4,0.75,0.25,0.85,76.93,0.07243274543,21.28758141,0.6375,57.6975,0.05432455907,15.96568606,0.1864035088,0.2433877499,0.5237867208,6.205108049,1.156911944,0.4636257882,plateau_or_buffer_regime,recombination_plateau,valid,no
B_SN1987A,SN1987A,II Pec,I,plateau_or_shoulder,4,0.8,0.2,0.85,76.93,0.07243274543,21.28758141,0.68,61.544,0.05794619634,17.03006513,0.149122807,0.1947101999,0.4190293766,4.964086439,0.9255295551,0.519337653,plateau_or_buffer_regime,recombination_plateau,valid,no
B_SN1987A,SN1987A,II Pec,I,plateau_or_shoulder,4,0.85,0.15,0.85,76.93,0.07243274543,21.28758141,0.7225,65.3905,0.06156783362,18.0944442,0.1118421053,0.14603265,0.3142720325,3.723064829,0.6941471664,0.5902674926,plateau_or_buffer_regime,recombination_plateau,valid,no
B_SN1987A,SN1987A,II Pec,I,plateau_or_shoulder,4,0.9,0.1,0.85,76.93,0.07243274543,21.28758141,0.765,69.237,0.06518947089,19.15882327,0.07456140351,0.09735509997,0.2095146883,2.48204322,0.4627647776,0.6836369151,plateau_or_buffer_regime,recombination_plateau,valid,no
B_SN1987A,SN1987A,II Pec,I,plateau_or_shoulder,4,0.95,0.05,0.85,76.93,0.07243274543,21.28758141,0.8075,73.0835,0.06881110816,20.22320234,0.03728070175,0.04867754999,0.1047573442,1.24102161,0.2313823888,0.8120954215,plateau_or_buffer_regime,recombination_plateau,valid,no
B_SN1987A,SN1987A,II Pec,I,plateau_or_shoulder,4,1,0,0.85,76.93,0.07243274543,21.28758141,0.85,76.93,0.07243274543,21.28758141,0,0,0,0,0,1,plateau_or_buffer_regime,recombination_plateau,valid,no
B_SN1987A,SN1987A,II Pec,I,plateau_or_shoulder,4,1.05,0.05,0.85,76.93,0.07243274543,21.28758141,0.8925,80.7765,0.0760543827,22.35196048,0.03728070175,0.04867754999,0.1047573442,1.24102161,0.2313823888,0.8120954215,plateau_or_buffer_regime,recombination_plateau,valid,no
B_SN1987A,SN1987A,II Pec,I,plateau_or_shoulder,4,1.1,0.1,0.85,76.93,0.07243274543,21.28758141,0.935,84.623,0.07967601997,23.41633955,0.07456140351,0.09735509997,0.2095146883,2.48204322,0.4627647776,0.6836369151,plateau_or_buffer_regime,recombination_plateau,valid,no
B_SN1987A,SN1987A,II Pec,I,plateau_or_shoulder,4,1.15,0.15,0.85,76.93,0.07243274543,21.28758141,0.9775,88.4695,0.08329765724,24.48071862,0.1118421053,0.14603265,0.3142720325,3.723064829,0.6941471664,0.5902674926,plateau_or_buffer_regime,recombination_plateau,valid,no
B_SN1987A,SN1987A,II Pec,I,plateau_or_shoulder,4,1.2,0.2,0.85,76.93,0.07243274543,21.28758141,1.02,92.316,0.08691929452,25.54509769,0.149122807,0.1947101999,0.4190293766,4.964086439,0.9255295551,0.519337653,plateau_or_buffer_regime,recombination_plateau,valid,no
B_SN1987A,SN1987A,II Pec,I,plateau_or_shoulder,4,1.25,0.25,0.85,76.93,0.07243274543,21.28758141,1.0625,96.1625,0.09054093179,26.60947676,0.1864035088,0.2433877499,0.5237867208,6.205108049,1.156911944,0.4636257882,plateau_or_buffer_regime,recombination_plateau,valid,no
B_SN1987A,SN1987A,II Pec,I,plateau_or_shoulder,4,1.3,0.3,0.85,76.93,0.07243274543,21.28758141,1.105,100.009,0.09416256906,27.67385583,0.2236842105,0.2920652999,0.628544065,7.446129659,1.388294333,0.4187088611,plateau_or_buffer_regime,recombination_plateau,valid,no
B_SN1987A,SN1987A,II Pec,I,plateau_or_shoulder,4,1.35,0.35,0.85,76.93,0.07243274543,21.28758141,1.1475,103.8555,0.09778420633,28.7382349,0.2609649123,0.3407428499,0.7333014091,8.687151268,1.619676721,0.3817264901,plateau_or_buffer_regime,recombination_plateau,valid,no
B_SN1987A,SN1987A,II Pec,I,plateau_or_shoulder,4,1.4,0.4,0.85,76.93,0.07243274543,21.28758141,1.19,107.702,0.1014058436,29.80261397,0.298245614,0.3894203999,0.8380587533,9.928172878,1.85105911,0.3507468493,plateau_or_buffer_regime,recombination_plateau,valid,no
B_SN1987A,SN1987A,II Pec,I,plateau_or_shoulder,4,1.45,0.45,0.85,76.93,0.07243274543,21.28758141,1.2325,111.5485,0.1050274809,30.86699304,0.3355263158,0.4380979499,0.9428160974,11.16919449,2.082441499,0.3244181602,plateau_or_buffer_regime,recombination_plateau,unstable,yes
B_SN1987A,SN1987A,II Pec,I,plateau_or_shoulder,4,1.5,0.5,0.85,76.93,0.07243274543,21.28758141,1.275,115.395,0.1086491181,31.93137212,0.3728070175,0.4867754999,1.047573442,12.4102161,2.313823888,0.3017661873,plateau_or_buffer_regime,recombination_plateau,unstable,yes
B_SN1987A,SN1987A,II Pec,I,break,5,0.5,0.5,1.15,98.8,0.1442134979,4.469843493,0.575,49.4,0.07210674895,2.234921746,0.5043859649,0.6251581878,2.085717301,2.605825556,1.093033271,0.4777754916,transition_break,ambiguous,valid,no
B_SN1987A,SN1987A,II Pec,I,break,5,0.55,0.45,1.15,98.8,0.1442134979,4.469843493,0.6325,54.34,0.07931742384,2.458413921,0.4539473684,0.562642369,1.877145571,2.345243001,0.9837299438,0.5041008748,transition_break,ambiguous,valid,no
B_SN1987A,SN1987A,II Pec,I,break,5,0.6,0.4,1.15,98.8,0.1442134979,4.469843493,0.69,59.28,0.08652809874,2.681906096,0.4035087719,0.5001265502,1.668573841,2.084660445,0.8744266168,0.5334964789,transition_break,ambiguous,valid,no
B_SN1987A,SN1987A,II Pec,I,break,5,0.65,0.35,1.15,98.8,0.1442134979,4.469843493,0.7475,64.22,0.09373877363,2.90539827,0.3530701754,0.4376107315,1.460002111,1.824077889,0.7651232897,0.5665326642,transition_break,ambiguous,valid,no
B_SN1987A,SN1987A,II Pec,I,break,5,0.7,0.3,1.15,98.8,0.1442134979,4.469843493,0.805,69.16,0.1009494485,3.128890445,0.3026315789,0.3750949127,1.251430381,1.563495334,0.6558199626,0.6039303926,transition_break,ambiguous,valid,no
B_SN1987A,SN1987A,II Pec,I,break,5,0.75,0.25,1.15,98.8,0.1442134979,4.469843493,0.8625,74.1,0.1081601234,3.35238262,0.2521929825,0.3125790939,1.042858651,1.302912778,0.5465166355,0.6466144476,transition_break,ambiguous,valid,no
B_SN1987A,SN1987A,II Pec,I,break,5,0.8,0.2,1.15,98.8,0.1442134979,4.469843493,0.92,79.04,0.1153707983,3.575874794,0.201754386,0.2500632751,0.8342869205,1.042330223,0.4372133084,0.6957909408,transition_break,ambiguous,valid,no
B_SN1987A,SN1987A,II Pec,I,break,5,0.85,0.15,1.15,98.8,0.1442134979,4.469843493,0.9775,83.98,0.1225814732,3.799366969,0.1513157895,0.1875474563,0.6257151904,0.7817476669,0.3279099813,0.7530630947,transition_break,ambiguous,valid,no
B_SN1987A,SN1987A,II Pec,I,break,5,0.9,0.1,1.15,98.8,0.1442134979,4.469843493,1.035,88.92,0.1297921481,4.022859144,0.100877193,0.1250316376,0.4171434602,0.5211651113,0.2186066542,0.8206093382,transition_break,ambiguous,valid,no
B_SN1987A,SN1987A,II Pec,I,break,5,0.95,0.05,1.15,98.8,0.1442134979,4.469843493,1.0925,93.86,0.137002823,4.246351318,0.05043859649,0.06251581878,0.2085717301,0.2605825556,0.1093033271,0.9014666914,transition_break,ambiguous,valid,no
B_SN1987A,SN1987A,II Pec,I,break,5,1,0,1.15,98.8,0.1442134979,4.469843493,1.15,98.8,0.1442134979,4.469843493,0,0,0,0,0,1,transition_break,ambiguous,valid,no
B_SN1987A,SN1987A,II Pec,I,break,5,1.05,0.05,1.15,98.8,0.1442134979,4.469843493,1.2075,103.74,0.1514241728,4.693335668,0.05043859649,0.06251581878,0.2085717301,0.2605825556,0.1093033271,0.9014666914,transition_break,ambiguous,valid,no
B_SN1987A,SN1987A,II Pec,I,break,5,1.1,0.1,1.15,98.8,0.1442134979,4.469843493,1.265,108.68,0.1586348477,4.916827842,0.100877193,0.1250316376,0.4171434602,0.5211651113,0.2186066542,0.8206093382,transition_break,ambiguous,valid,no
B_SN1987A,SN1987A,II Pec,I,break,5,1.15,0.15,1.15,98.8,0.1442134979,4.469843493,1.3225,113.62,0.1658455226,5.140320017,0.1513157895,0.1875474563,0.6257151904,0.7817476669,0.3279099813,0.7530630947,transition_break,ambiguous,valid,no
B_SN1987A,SN1987A,II Pec,I,break,5,1.2,0.2,1.15,98.8,0.1442134979,4.469843493,1.38,118.56,0.1730561975,5.363812192,0.201754386,0.2500632751,0.8342869205,1.042330223,0.4372133084,0.6957909408,transition_break,ambiguous,valid,no
B_SN1987A,SN1987A,II Pec,I,break,5,1.25,0.25,1.15,98.8,0.1442134979,4.469843493,1.4375,123.5,0.1802668724,5.587304366,0.2521929825,0.3125790939,1.042858651,1.302912778,0.5465166355,0.6466144476,transition_break,ambiguous,valid,no
B_SN1987A,SN1987A,II Pec,I,break,5,1.3,0.3,1.15,98.8,0.1442134979,4.469843493,1.495,128.44,0.1874775473,5.810796541,0.3026315789,0.3750949127,1.251430381,1.563495334,0.6558199626,0.6039303926,transition_break,ambiguous,valid,no
B_SN1987A,SN1987A,II Pec,I,break,5,1.35,0.35,1.15,98.8,0.1442134979,4.469843493,1.5525,133.38,0.1946882222,6.034288716,0.3530701754,0.4376107315,1.460002111,1.824077889,0.7651232897,0.5665326642,transition_break,ambiguous,valid,no
B_SN1987A,SN1987A,II Pec,I,break,5,1.4,0.4,1.15,98.8,0.1442134979,4.469843493,1.61,138.32,0.2018988971,6.25778089,0.4035087719,0.5001265502,1.668573841,2.084660445,0.8744266168,0.5334964789,transition_break,ambiguous,valid,no
B_SN1987A,SN1987A,II Pec,I,break,5,1.45,0.45,1.15,98.8,0.1442134979,4.469843493,1.6675,143.26,0.209109572,6.481273065,0.4539473684,0.562642369,1.877145571,2.345243001,0.9837299438,0.5041008748,transition_break,ambiguous,valid,no
B_SN1987A,SN1987A,II Pec,I,break,5,1.5,0.5,1.15,98.8,0.1442134979,4.469843493,1.725,148.2,0.2163202468,6.70476524,0.5043859649,0.6251581878,2.085717301,2.605825556,1.093033271,0.4777754916,transition_break,ambiguous,valid,no
B_SN1987A,SN1987A,II Pec,I,tail_decay,6,0.5,0.5,6.09,375.49,0.1450393578,-1.541630499,3.045,187.745,0.0725196789,-0.7708152495,2.671052632,2.375917489,2.097661469,0.8987384366,2.230656285,0.3095346306,tail_decay,radioactive_tail,unstable,yes
B_SN1987A,SN1987A,II Pec,I,tail_decay,6,0.55,0.45,6.09,375.49,0.1450393578,-1.541630499,3.3495,206.5195,0.07977164679,-0.8478967745,2.403947368,2.13832574,1.887895323,0.8088645929,2.007590657,0.3324920556,tail_decay,radioactive_tail,unstable,yes
B_SN1987A,SN1987A,II Pec,I,tail_decay,6,0.6,0.4,6.09,375.49,0.1450393578,-1.541630499,3.654,225.294,0.08702361468,-0.9249782994,2.136842105,1.900733991,1.678129176,0.7189907493,1.784525028,0.3591276752,tail_decay,radioactive_tail,valid,no
B_SN1987A,SN1987A,II Pec,I,tail_decay,6,0.65,0.35,6.09,375.49,0.1450393578,-1.541630499,3.9585,244.0685,0.09427558257,-1.002059824,1.869736842,1.663142242,1.468363029,0.6291169056,1.5614594,0.3904024402,tail_decay,radioactive_tail,valid,no
B_SN1987A,SN1987A,II Pec,I,tail_decay,6,0.7,0.3,6.09,375.49,0.1450393578,-1.541630499,4.263,262.843,0.1015275505,-1.079141349,1.602631579,1.425550494,1.258596882,0.539243062,1.338393771,0.4276439718,tail_decay,radioactive_tail,valid,no
B_SN1987A,SN1987A,II Pec,I,tail_decay,6,0.75,0.25,6.09,375.49,0.1450393578,-1.541630499,4.5675,281.6175,0.1087795183,-1.156222874,1.335526316,1.187958745,1.048830735,0.4493692183,1.115328143,0.4727398931,tail_decay,radioactive_tail,valid,no
B_SN1987A,SN1987A,II Pec,I,tail_decay,6,0.8,0.2,6.09,375.49,0.1450393578,-1.541630499,4.872,300.392,0.1160314862,-1.233304399,1.068421053,0.9503669957,0.8390645878,0.3594953746,0.8922625141,0.5284679015,tail_decay,radioactive_tail,valid,no
B_SN1987A,SN1987A,II Pec,I,tail_decay,6,0.85,0.15,6.09,375.49,0.1450393578,-1.541630499,5.1765,319.1665,0.1232834541,-1.310385924,0.8013157895,0.7127752468,0.6292984408,0.269621531,0.6691968856,0.5990905019,tail_decay,radioactive_tail,valid,no
B_SN1987A,SN1987A,II Pec,I,tail_decay,6,0.9,0.1,6.09,375.49,0.1450393578,-1.541630499,5.481,337.941,0.130535422,-1.387467449,0.5342105263,0.4751834978,0.4195322939,0.1797476873,0.4461312571,0.691500163,tail_decay,radioactive_tail,valid,no
B_SN1987A,SN1987A,II Pec,I,tail_decay,6,0.95,0.05,6.09,375.49,0.1450393578,-1.541630499,5.7855,356.7155,0.1377873899,-1.464548974,0.2671052632,0.2375917489,0.2097661469,0.08987384366,0.2230656285,0.8176176132,tail_decay,radioactive_tail,valid,no
B_SN1987A,SN1987A,II Pec,I,tail_decay,6,1,0,6.09,375.49,0.1450393578,-1.541630499,6.09,375.49,0.1450393578,-1.541630499,0,0,0,0,0,1,tail_decay,radioactive_tail,valid,no
B_SN1987A,SN1987A,II Pec,I,tail_decay,6,1.05,0.05,6.09,375.49,0.1450393578,-1.541630499,6.3945,394.2645,0.1522913257,-1.618712024,0.2671052632,0.2375917489,0.2097661469,0.08987384366,0.2230656285,0.8176176132,tail_decay,radioactive_tail,valid,no
B_SN1987A,SN1987A,II Pec,I,tail_decay,6,1.1,0.1,6.09,375.49,0.1450393578,-1.541630499,6.699,413.039,0.1595432936,-1.695793549,0.5342105263,0.4751834978,0.4195322939,0.1797476873,0.4461312571,0.691500163,tail_decay,radioactive_tail,valid,no
B_SN1987A,SN1987A,II Pec,I,tail_decay,6,1.15,0.15,6.09,375.49,0.1450393578,-1.541630499,7.0035,431.8135,0.1667952615,-1.772875074,0.8013157895,0.7127752468,0.6292984408,0.269621531,0.6691968856,0.5990905019,tail_decay,radioactive_tail,valid,no
B_SN1987A,SN1987A,II Pec,I,tail_decay,6,1.2,0.2,6.09,375.49,0.1450393578,-1.541630499,7.308,450.588,0.1740472294,-1.849956599,1.068421053,0.9503669957,0.8390645878,0.3594953746,0.8922625141,0.5284679015,tail_decay,radioactive_tail,valid,no
B_SN1987A,SN1987A,II Pec,I,tail_decay,6,1.25,0.25,6.09,375.49,0.1450393578,-1.541630499,7.6125,469.3625,0.1812991972,-1.927038124,1.335526316,1.187958745,1.048830735,0.4493692183,1.115328143,0.4727398931,tail_decay,radioactive_tail,valid,no
B_SN1987A,SN1987A,II Pec,I,tail_decay,6,1.3,0.3,6.09,375.49,0.1450393578,-1.541630499,7.917,488.137,0.1885511651,-2.004119649,1.602631579,1.425550494,1.258596882,0.539243062,1.338393771,0.4276439718,tail_decay,radioactive_tail,valid,no
B_SN1987A,SN1987A,II Pec,I,tail_decay,6,1.35,0.35,6.09,375.49,0.1450393578,-1.541630499,8.2215,506.9115,0.195803133,-2.081201174,1.869736842,1.663142242,1.468363029,0.6291169056,1.5614594,0.3904024402,tail_decay,radioactive_tail,valid,no
B_SN1987A,SN1987A,II Pec,I,tail_decay,6,1.4,0.4,6.09,375.49,0.1450393578,-1.541630499,8.526,525.686,0.2030551009,-2.158282699,2.136842105,1.900733991,1.678129176,0.7189907493,1.784525028,0.3591276752,tail_decay,radioactive_tail,valid,no
B_SN1987A,SN1987A,II Pec,I,tail_decay,6,1.45,0.45,6.09,375.49,0.1450393578,-1.541630499,8.8305,544.4605,0.2103070688,-2.235364224,2.403947368,2.13832574,1.887895323,0.8088645929,2.007590657,0.3324920556,tail_decay,radioactive_tail,unstable,yes
B_SN1987A,SN1987A,II Pec,I,tail_decay,6,1.5,0.5,6.09,375.49,0.1450393578,-1.541630499,9.135,563.235,0.2175590367,-2.312445749,2.671052632,2.375917489,2.097661469,0.8987384366,2.230656285,0.3095346306,tail_decay,radioactive_tail,unstable,yes
B_SN1987A,SN1987A,II Pec,I,late_relaxation,7,0.5,0.5,5.22,824,0.005260217805,-0.0001748456991,2.61,412,0.002630108903,-8.742284955e-05,2.289473684,5.213869906,0.07607697923,0.0001019313969,2.491377282,0.2864199195,late_basin_relaxation,late_remnant_relaxation,unstable,yes
B_SN1987A,SN1987A,II Pec,I,late_relaxation,7,0.55,0.45,5.22,824,0.005260217805,-0.0001748456991,2.871,453.2,0.002893119793,-9.616513451e-05,2.060526316,4.692482916,0.06846928131,9.17382572e-05,2.242239554,0.3084287831,late_basin_relaxation,late_remnant_relaxation,unstable,yes
B_SN1987A,SN1987A,II Pec,I,late_relaxation,7,0.6,0.4,5.22,824,0.005260217805,-0.0001748456991,3.132,494.4,0.003156130683,-0.0001049074195,1.831578947,4.171095925,0.06086158338,8.154511751e-05,1.993101826,0.3341015636,late_basin_relaxation,late_remnant_relaxation,valid,no
