time,amplitude
36.825,-17104.0
36.85,-10439.0
36.875,-7198.0
36.9,-13943.0
36.925,-13622.0
36.95,-13460.0
36.975,-13383.0
37.0,-12089.0
37.025,-951.0
37.05,6122.0
37.075,-3660.0
37.1,-4198.0
37.125,-1815.0
37.15,-6646.0
37.175,-7306.0
37.2,-4699.0
37.225,-7690.0
37.25,-7141.0
37.275,1144.0
37.3,1228.0
37.325,749.0
37.35,1254.0
37.375,-4648.0
37.4,-373.0
37.425,7751.0
37.45,-1611.0
37.475,-7878.0
37.5,2002.0
37.525,3354.0
37.55,3118.0
37.575,11457.0
37.6,9068.0
37.625,3947.0
37.65,2306.0
37.675,-1246.0
37.7,2886.0
37.725,4263.0
37.75,-1944.0
37.775,844.0
37.8,8600.0
37.825,7933.0
37.85,2860.0
37.875,5292.0
37.9,9391.0
37.925,9343.0
37.95,11453.0
37.975,15306.0
38.0,18718.0
38.025,18631.0
38.05,18699.0
38.075,19600.0
38.1,11693.0
38.125,12985.0
38.15,23918.0
38.175,13996.0
38.2,7807.0
38.225,17847.0
38.25,21344.0
38.275,17073.0
38.3,10839.0
38.325,15077.0
38.35,13379.0
38.375,4656.0
38.4,6876.0
38.425,7375.0
38.45,11653.0
38.475,14606.0
38.5,11651.0
38.525,17631.0
38.55,14427.0
38.575,4449.0
38.6,6283.0
38.625,10416.0
38.65,8439.0
38.675,1306.0
38.7,400.0
38.725,2826.0
38.75,2205.0
38.775,4697.0
38.8,-1117.0
38.825,-8716.0
38.85,-6513.0
38.875,-8984.0
38.9,-3548.0
38.925,6630.0
38.95,-3183.0
38.975,-11516.0
39.0,-2009.0
39.025,5700.0
39.05,-2592.0
39.075,-15102.0
39.1,-16873.0
39.125,-15010.0
39.15,-15958.0
39.175,-8175.0
39.2,-2431.0
39.225,-8338.0
39.25,-7538.0
39.275,-13045.0
39.3,-16462.0
39.325,-2043.0
39.35,-6533.0
39.375,-19242.0
39.4,-16728.0
39.425,-13903.0
39.45,-13360.0
39.475,-11008.0
39.5,-9142.0
39.525,-13224.0
39.55,-15632.0
39.575,-13311.0
39.6,-12319.0
39.625,-16770.0
39.65,-22293.0
39.675,-23045.0
39.7,-23987.0
39.725,-22796.0
39.75,-12618.0
39.775,-1472.0
39.8,-9167.0
39.825,-21283.0
39.85,-19282.0
39.875,-17052.0
39.9,-11452.0
39.925,-2790.0
39.95,-2014.0
39.975,-10185.0
40.0,-18369.0
40.025,-12410.0
40.05,-11658.0
40.075,-14384.0
40.1,-2920.0
40.125,4369.0
40.15,5156.0
40.175,-5456.0
40.2,-17371.0
40.225,-5228.0
40.25,5046.0
40.275,-5041.0
40.3,-8601.0
40.325,-2164.0
40.35,-1587.0
40.375,8574.0
40.4,16572.0
40.425,2503.0
40.45,-7085.0
40.475,2875.0
40.5,9336.0
40.525,-2283.0
40.55,-3449.0
40.575,5437.0
40.6,15276.0
40.625,20474.0
40.65,-305.0
40.675,-3478.0
40.7,13896.0
40.725,6210.0
40.75,798.0
40.775,9949.0
40.8,12346.0
40.825,13479.0
40.85,9245.0
40.875,3990.0
40.9,11314.0
40.925,15163.0
40.95,14680.0
40.975,13482.0
41.0,10081.0
41.025,10231.0
41.05,9476.0
41.075,12707.0
41.1,21747.0
41.125,25509.0
41.15,16572.0
41.175,6702.0
41.2,3148.0
41.225,-201.0
41.25,7945.0
41.275,18234.0
41.3,17762.0
41.325,11436.0
41.35,-650.0
41.375,-5694.0
41.4,-5638.0
41.425,-65.0
41.45,9685.0
41.475,4509.0
41.5,-2762.0
41.525,-5091.0
41.55,-8044.0
41.575,-898.0
41.6,9529.0
41.625,369.0
41.65,-15612.0
41.675,-5352.0
41.7,4438.0
41.725,-6413.0
41.75,-12568.0
41.775,-14041.0
41.8,-4923.0
41.825,-4447.0
41.85,-19682.0
41.875,-11914.0
41.9,-5879.0
41.925,-6296.0
41.95,-2439.0
41.975,-11618.0
42.0,-8749.0
42.025,-4069.0
42.05,-7308.0
42.075,-4969.0
42.1,-12627.0
42.125,-12630.0
42.15,-6328.0
42.175,-9160.0
42.2,-4433.0
42.225,-1080.0
42.25,1318.0
42.275,3912.0
42.3,-4506.0
42.325,-7231.0
42.35,-4015.0
42.375,-8658.0
42.4,-15914.0
42.425,-15990.0
42.45,-7008.0
42.475,-4015.0
42.5,-7175.0
42.525,-6629.0
42.55,-2531.0
42.575,6392.0
42.6,2594.0
42.625,-2070.0
42.65,99.0
42.675,-6013.0
42.7,571.0
42.725,7128.0
42.75,-300.0
42.775,-5128.0
42.8,692.0
42.825,10764.0
42.85,9752.0
42.875,10289.0
42.9,3940.0
42.925,-6852.0
42.95,7245.0
42.975,11048.0
43.0,-1193.0
43.025,1845.0
43.05,5819.0
43.075,5705.0
43.1,768.0
43.125,63.0
43.15,11058.0
43.175,10788.0
43.2,4740.0
43.225,-1265.0
43.25,-780.0
43.275,9858.0
43.3,949.0
43.325,-10594.0
43.35,-3118.0
43.375,4372.0
43.4,-6544.0
43.425,-10826.0
43.45,9833.0
43.475,10281.0
43.5,305.0
43.525,-2799.0
43.55,-3884.0
43.575,10613.0
43.6,16485.0
43.625,8471.0
43.65,-3620.0
43.675,-9639.0
43.7,-8737.0
43.725,-7082.0
43.75,3346.0
43.775,-3940.0
43.8,-12066.0
43.825,485.0
43.85,1978.0
43.875,-7909.0
43.9,-15395.0
43.925,-5436.0
43.95,1946.0
43.975,-4518.0
44.0,-7069.0
44.025,-12530.0
44.05,-5446.0
44.075,-2564.0
44.1,-6786.0
44.125,1429.0
44.15,-5247.0
44.175,-7531.0
44.2,4270.0
44.225,7195.0
44.25,-2857.0
44.275,-14176.0
44.3,-4375.0
44.325,4450.0
44.35,3612.0
44.375,8806.0
44.4,8081.0
44.425,2068.0
44.45,-30.0
44.475,-955.0
44.5,-2819.0
44.525,525.0
44.55,-1103.0
44.575,-3444.0
44.6,1709.0
44.625,-4738.0
44.65,-1123.0
44.675,9494.0
44.7,3557.0
44.725,-7975.0
44.75,-14990.0
44.775,-2091.0
44.8,8614.0
44.825,5770.0
44.85,3974.0
44.875,-879.0
44.9,1723.0
44.925,6060.0
44.95,-558.0
44.975,-2730.0
45.0,-1628.0
45.025,-14478.0
45.05,-16510.0
45.075,4189.0
45.1,7036.0
45.125,-1710.0
45.15,-393.0
45.175,2103.0
45.2,4247.0
45.225,-1745.0
45.25,-8136.0
45.275,-2053.0
45.3,7126.0
45.325,4878.0
45.35,-841.0
45.375,4808.0
45.4,9054.0
45.425,5190.0
45.45,-3035.0
45.475,-4835.0
45.5,4547.0
45.525,4619.0
45.55,-1579.0
45.575,-234.0
45.6,4842.0
45.625,7215.0
45.65,-2912.0
45.675,-2884.0
45.7,12930.0
45.725,11631.0
45.75,2675.0
45.775,-832.0
45.8,3481.0
45.825,-576.0
45.85,-13408.0
45.875,-5954.0
45.9,2708.0
45.925,11250.0
45.95,7830.0
45.975,-7807.0
46.0,5102.0
46.025,14404.0
46.05,6338.0
46.075,7916.0
46.1,17060.0
46.125,19496.0
46.15,6817.0
46.175,288.0
46.2,4223.0
46.225,-1551.0
46.25,-4955.0
46.275,-89.0
46.3,-1557.0
46.325,-204.0
46.35,-1212.0
46.375,-4846.0
46.4,6116.0
46.425,10884.0
46.45,1008.0
46.475,-3180.0
46.5,-3316.0
46.525,-1548.0
46.55,4285.0
46.575,6398.0
46.6,3366.0
46.625,-2852.0
46.65,4609.0
46.675,6671.0
46.7,-12417.0
46.725,-8501.0
46.75,8515.0
46.775,10010.0
46.8,-5956.0
46.825,-19163.0
46.85,-5289.0
46.875,-2264.0
46.9,-13225.0
46.925,-8684.0
46.95,-192.0
46.975,304.0
47.0,-10842.0
47.025,-15093.0
47.05,-9439.0
47.075,-10437.0
47.1,-12345.0
47.125,-17099.0
47.15,-21678.0
47.175,-16986.0
47.2,-7889.0
47.225,-3365.0
47.25,-525.0
47.275,-1023.0
47.3,-5691.0
47.325,-2371.0
47.35,-7872.0
47.375,-12506.0
47.4,-9703.0
47.425,-19429.0
47.45,-13583.0
47.475,-1621.0
47.5,-2405.0
47.525,477.0
47.55,-834.0
47.575,-5330.0
47.6,-6493.0
47.625,-4905.0
47.65,-4628.0
47.675,-3764.0
47.7,576.0
47.725,-983.0
47.75,-3076.0
47.775,-1243.0
47.8,439.0
47.825,-5764.0
47.85,-13564.0
47.875,-8897.0
47.9,-705.0
47.925,5782.0
47.95,9.0
47.975,-1136.0
48.0,8457.0
48.025,-3892.0
48.05,-4983.0
48.075,3730.0
48.1,-11298.0
48.125,-15513.0
48.15,-6947.0
48.175,-3654.0
48.2,-5812.0
48.225,-8957.0
48.25,556.0
48.275,2855.0
48.3,-3838.0
48.325,209.0
48.35,2156.0
48.375,-3149.0
48.4,-16380.0
48.425,-18285.0
48.45,-8566.0
48.475,-15185.0
48.5,-10086.0
48.525,4362.0
48.55,8956.0
48.575,9482.0
48.6,-4152.0
48.625,-226.0
48.65,9174.0
48.675,-5915.0
48.7,-6204.0
48.725,2707.0
48.75,2104.0
48.775,780.0
48.8,2199.0
48.825,2529.0
48.85,-4394.0
48.875,-2294.0
48.9,4463.0
48.925,11221.0
48.95,14606.0
48.975,513.0
49.0,1468.0
49.025,11690.0
49.05,6952.0
49.075,11438.0
49.1,9834.0
49.125,1711.0
49.15,5769.0
49.175,2580.0
49.2,785.0
49.225,7604.0
49.25,10850.0
49.275,9076.0
49.3,4621.0
49.325,4282.0
49.35,9806.0
49.375,14430.0
49.4,12014.0
49.425,9273.0
49.45,13098.0
49.475,16373.0
49.5,9993.0
49.525,7208.0
49.55,16789.0
49.575,19343.0
49.6,12785.0
49.625,10367.0
49.65,6651.0
49.675,692.0
49.7,2866.0
49.725,6317.0
49.75,10678.0
49.775,17160.0
49.8,10105.0
49.825,902.0
49.85,8080.0
49.875,12835.0
49.9,4733.0
49.925,2539.0
49.95,4197.0
49.975,3991.0
50.0,9294.0
50.025,13634.0
50.05,8364.0
50.075,1232.0
50.1,3955.0
50.125,4270.0
50.15,-5655.0
50.175,-14335.0
50.2,-7696.0
50.225,7197.0
50.25,8240.0
50.275,3672.0
50.3,-219.0
50.325,-5105.0
50.35,-4528.0
50.375,-1553.0
50.4,312.0
50.425,-1395.0
50.45,-4574.0
50.475,-454.0
50.5,6236.0
50.525,-2958.0
50.55,-9958.0
50.575,391.0
50.6,833.0
50.625,-1675.0
50.65,-2281.0
50.675,-12692.0
50.7,-15409.0
50.725,-7134.0
50.75,-5867.0
50.775,-13728.0
50.8,-10602.0
50.825,-5261.0
50.85,-8853.0
50.875,-7393.0
50.9,-8931.0
50.925,-14291.0
50.95,-14098.0
50.975,-8580.0
51.0,-362.0
51.025,398.0
51.05,-9012.0
51.075,-10962.0
51.1,-275.0
51.125,-791.0
51.15,-7347.0
51.175,-7641.0
51.2,-14672.0
51.225,-15217.0
51.25,-10857.0
51.275,-10450.0
51.3,-2798.0
51.325,-2411.0
51.35,-11030.0
51.375,-12769.0
51.4,-5897.0
51.425,-2885.0
51.45,-7722.0
51.475,-8392.0
51.5,-6779.0
51.525,-6130.0
51.55,-2035.0
51.575,-1900.0
51.6,-11889.0
51.625,-7396.0
51.65,7478.0
51.675,-2131.0
51.7,-6948.0
51.725,45.0
51.75,-8925.0
51.775,-5778.0
51.8,5069.0
51.825,2542.0
51.85,1181.0
51.875,2203.0
51.9,2104.0
51.925,174.0
51.95,-5492.0
51.975,-6083.0
52.0,396.0
52.025,-4310.0
52.05,-8280.0
52.075,2874.0
52.1,7168.0
52.125,3329.0
52.15,3744.0
52.175,7771.0
52.2,1479.0
52.225,-3730.0
52.25,5616.0
52.275,-661.0
52.3,-8781.0
52.325,2285.0
52.35,12369.0
52.375,15551.0
52.4,8848.0
52.425,-3244.0
52.45,-7528.0
52.475,2966.0
52.5,11013.0
52.525,4221.0
52.55,558.0
52.575,2210.0
52.6,8269.0
52.625,15170.0
52.65,13068.0
52.675,5357.0
52.7,5689.0
52.725,8643.0
52.75,-3427.0
52.775,314.0
52.8,7541.0
52.825,-3421.0
52.85,3635.0
52.875,5710.0
52.9,-6366.0
52.925,-2920.0
52.95,5539.0
52.975,10329.0
53.0,8304.0
53.025,-11831.0
53.05,-19104.0
53.075,1432.0
53.1,1773.0
53.125,-9886.0
53.15,-8001.0
53.175,-6924.0
53.2,-5153.0
53.225,-5233.0
53.25,-1988.0
53.275,5516.0
53.3,-5835.0
53.325,-12749.0
53.35,1953.0
53.375,-5727.0
53.4,-15417.0
53.425,-4220.0
53.45,-10701.0
53.475,-10766.0
53.5,3592.0
53.525,-325.0
53.55,-4754.0
53.575,-847.0
53.6,-2554.0
53.625,-6345.0
53.65,-3937.0
53.675,-1447.0
53.7,-6972.0
53.725,-16161.0
53.75,-13310.0
53.775,2048.0
53.8,1869.0
53.825,-4690.0
53.85,5417.0
53.875,9843.0
53.9,-1256.0
53.925,-6933.0
53.95,-3120.0
53.975,3572.0
54.0,4709.0
54.025,-3860.0
54.05,-4503.0
54.075,-5210.0
54.1,-8767.0
54.125,-3436.0
54.15,-790.0
54.175,3401.0
54.2,5378.0
54.225,5155.0
54.25,8104.0
54.275,1924.0
54.3,-152.0
54.325,6114.0
54.35,3999.0
54.375,-1855.0
54.4,-4566.0
54.425,-1580.0
54.45,-3206.0
54.475,-9270.0
54.5,913.0
54.525,9507.0
54.55,2174.0
54.575,-2710.0
54.6,2669.0
54.625,8421.0
54.65,5931.0
54.675,-2829.0
54.7,-8512.0
54.725,-1014.0
54.75,7794.0
54.775,7276.0
54.8,8836.0
54.825,11062.0
54.85,7749.0
54.875,8878.0
54.9,9419.0
54.925,2201.0
54.95,-6252.0
54.975,-8491.0
55.0,1343.0
55.025,2820.0
55.05,-8156.0
55.075,-9819.0
55.1,-6184.0
55.125,956.0
55.15,7736.0
55.175,-2855.0
55.2,-15079.0
55.225,-2189.0
55.25,11499.0
55.275,4093.0
55.3,-4398.0
55.325,-5689.0
55.35,-20.0
55.375,5625.0
55.4,823.0
55.425,-4261.0
55.45,-4226.0
55.475,-4484.0
55.5,-1489.0
55.525,-558.0
55.55,-243.0
55.575,968.0
55.6,-4941.0
55.625,-7253.0
55.65,-4558.0
55.675,1082.0
55.7,5082.0
55.725,4559.0
55.75,6044.0
55.775,3081.0
55.8,-3332.0
55.825,-2817.0
55.85,-2457.0
55.875,71.0
55.9,7834.0
55.925,-2917.0
55.95,-8489.0
55.975,6860.0
56.0,9936.0
56.025,4730.0
56.05,2206.0
56.075,-4333.0
56.1,-12773.0
56.125,-11636.0
56.15,-5092.0
56.175,-4079.0
56.2,-4293.0
56.225,-1061.0
56.25,2593.0
56.275,4644.0
56.3,6456.0
56.325,3739.0
56.35,2240.0
56.375,6215.0
56.4,7481.0
56.425,1975.0
56.45,-7403.0
56.475,-7514.0
56.5,-4581.0
56.525,-10227.0
56.55,-9789.0
56.575,-4663.0
56.6,-7716.0
56.625,-7569.0
56.65,3039.0
56.675,5876.0
56.7,-47.0
56.725,1299.0
56.75,-1738.0
56.775,-7803.0
56.8,304.0
56.825,8199.0
56.85,7383.0
56.875,6073.0
56.9,2521.0
56.925,-5514.0
56.95,-14406.0
56.975,-8664.0
57.0,874.0
57.025,-7003.0
57.05,-5821.0
57.075,2773.0
57.1,-2060.0
57.125,-6233.0
57.15,-3649.0
57.175,4316.0
57.2,5021.0
57.225,-4737.0
57.25,-3071.0
57.275,-2555.0
57.3,-13673.0
57.325,-14183.0
57.35,-8410.0
57.375,-3117.0
57.4,-1149.0
57.425,-6234.0
57.45,-2709.0
57.475,4810.0
57.5,8462.0
57.525,9210.0
57.55,1376.0
57.575,-1027.0
57.6,1164.0
57.625,-3520.0
57.65,-4213.0
57.675,-4599.0
57.7,-3739.0
57.725,283.0
57.75,-6822.0
57.775,-9369.0
57.8,561.0
57.825,5925.0
57.85,2304.0
57.875,-4062.0
57.9,-2325.0
57.925,1787.0
57.95,72.0
57.975,-1431.0
58.0,1982.0
58.025,1112.0
58.05,-8561.0
58.075,-13509.0
58.1,-7980.0
58.125,-1008.0
58.15,828.0
58.175,3074.0
58.2,754.0
58.225,1073.0
58.25,5935.0
58.275,-249.0
58.3,-2422.0
58.325,3560.0
58.35,8296.0
58.375,8754.0
58.4,5978.0
58.425,3234.0
58.45,-1323.0
58.475,-1545.0
58.5,1119.0
58.525,-3283.0
58.55,-4537.0
58.575,4718.0
58.6,2482.0
58.625,-6091.0
58.65,-1629.0
58.675,-1859.0
58.7,-8985.0
58.725,-1937.0
58.75,5790.0
58.775,1337.0
58.8,2591.0
58.825,5000.0
58.85,8596.0
58.875,12303.0
58.9,5379.0
58.925,3015.0
58.95,406.0
58.975,663.0
59.0,3497.0
59.025,-3463.0
59.05,-5435.0
59.075,-7818.0
59.1,-10499.0
59.125,-3736.0
59.15,5100.0
59.175,13324.0
59.2,13348.0
59.225,3790.0
59.25,1497.0
59.275,5128.0
59.3,7031.0
59.325,9410.0
59.35,9839.0
59.375,11964.0
59.4,6578.0
59.425,-3415.0
59.45,-3671.0
59.475,-3194.0
59.5,-2438.0
59.525,379.0
59.55,5281.0
59.575,8296.0
59.6,-191.0
59.625,-9512.0
59.65,-10513.0
59.675,-5183.0
59.7,1435.0
59.725,3557.0
59.75,-206.0
59.775,-3988.0
59.8,-1300.0
59.825,-2512.0
59.85,-10206.0
59.875,-13251.0
59.9,-5162.0
59.925,-2346.0
59.95,-2146.0
59.975,6728.0
60.0,-5845.0
60.025,-16122.0
60.05,-10567.0
60.075,-10517.0
60.1,-1619.0
60.125,-2531.0
60.15,-11164.0
60.175,-11849.0
60.2,-15403.0
60.225,-11121.0
60.25,382.0
60.275,3096.0
60.3,-5289.0
60.325,-7827.0
60.35,-1166.0
60.375,-4698.0
60.4,-8442.0
60.425,-4752.0
60.45,-3652.0
60.475,-2248.0
60.5,-1635.0
60.525,1612.0
60.55,2204.0
60.575,1513.0
60.6,7215.0
60.625,4263.0
60.65,2969.0
60.675,6774.0
60.7,1504.0
60.725,-2277.0
60.75,-52.0
60.775,6597.0
60.8,7873.0
60.825,3367.0
60.85,9755.0
60.875,8722.0
60.9,-5186.0
60.925,-8773.0
60.95,-5306.0
60.975,-2549.0
61.0,1561.0
61.025,15063.0
61.05,14989.0
61.075,1229.0
61.1,7025.0
61.125,9325.0
61.15,2801.0
61.175,-4894.0
61.2,-11984.0
61.225,-11921.0
61.25,-12796.0
61.275,-15689.0
61.3,-18296.0
61.325,653.0
61.35,7531.0
61.375,-6922.0
61.4,-6602.0
61.425,-12841.0
61.45,-10003.0
61.475,-6122.0
61.5,-5132.0
61.525,520.0
61.55,-7682.0
61.575,-2372.0
61.6,-2553.0
61.625,-6252.0
61.65,-3886.0
61.675,-6805.0
61.7,-724.0
61.725,-2410.0
61.75,1144.0
61.775,8997.0
61.8,3993.0
61.825,-8753.0
61.85,-13659.0
61.875,-2114.0
61.9,-360.0
61.925,-3439.0
61.95,-5569.0
61.975,-6719.0
62.0,-5299.0
62.025,-274.0
62.05,17135.0
62.075,14816.0
62.1,-5027.0
62.125,-8507.0
62.15,-2702.0
62.175,-1404.0
62.2,-940.0
62.225,-1045.0
62.25,-8887.0
62.275,-6452.0
62.3,2292.0
62.325,-2527.0
62.35,-4851.0
62.375,-3445.0
62.4,1113.0
62.425,5944.0
62.45,3304.0
62.475,2863.0
62.5,-4665.0
62.525,-12234.0
62.55,-6731.0
62.575,-216.0
62.6,8935.0
62.625,11278.0
62.65,3185.0
62.675,3559.0
62.7,1125.0
62.725,-1479.0
62.75,6011.0
62.775,5468.0
62.8,108.0
62.825,1109.0
62.85,7861.0
62.875,6469.0
62.9,-5195.0
62.925,-12898.0
62.95,-13712.0
62.975,-2162.0
63.0,9536.0
63.025,-162.0
63.05,-13624.0
63.075,-4078.0
63.1,4813.0
63.125,-1511.0
63.15,-5697.0
63.175,-4483.0
63.2,8520.0
63.225,15309.0
63.25,2254.0
63.275,-8220.0
63.3,-1973.0
63.325,9552.0
63.35,5637.0
63.375,-244.0
63.4,2501.0
63.425,866.0
63.45,2886.0
63.475,8810.0
63.5,3308.0
63.525,-877.0
63.55,9137.0
63.575,12754.0
63.6,22.0
63.625,-2056.0
63.65,13702.0
63.675,20192.0
63.7,9080.0
63.725,-170.0
63.75,9897.0
63.775,13860.0
63.8,3700.0
63.825,2562.0
63.85,5546.0
63.875,11869.0
63.9,7324.0
63.925,-5284.0
63.95,55.0
63.975,7114.0
64.0,3502.0
64.025,4227.0
64.05,9487.0
64.075,7845.0
64.1,1119.0
64.125,1861.0
64.15,17137.0
64.175,17442.0
64.2,-3616.0
64.225,-7610.0
64.25,-2948.0
64.275,-701.0
64.3,6261.0
64.325,7745.0
64.35,12501.0
64.375,13370.0
64.4,-1913.0
64.425,-9098.0
64.45,-3500.0
64.475,-2511.0
64.5,-8326.0
64.525,-14673.0
64.55,-15247.0
64.575,-4377.0
64.6,1110.0
64.625,-5950.0
64.65,-1394.0
64.675,4487.0
64.7,-2085.0
64.725,-6190.0
64.75,-10180.0
64.775,-9160.0
64.8,-3494.0
64.825,-10013.0
64.85,-12320.0
64.875,-11108.0
64.9,-12314.0
64.925,-6750.0
64.95,-8500.0
64.975,-6697.0
65.0,-2427.0
65.025,-3260.0
65.05,-1590.0
65.075,-12055.0
65.1,-16724.0
65.125,-6581.0
65.15,-3792.0
65.175,-2758.0
65.2,-2948.0
65.225,-5071.0
65.25,-5015.0
65.275,-11160.0
65.3,-7590.0
65.325,-411.0
65.35,-7717.0
65.375,-6386.0
65.4,-6605.0
65.425,-13624.0
65.45,-8376.0
65.475,-4656.0
65.5,15.0
65.525,9003.0
65.55,6397.0
65.575,3664.0
65.6,4929.0
65.625,-922.0
65.65,146.0
65.675,6482.0
65.7,4019.0
65.725,-2644.0
65.75,-7778.0
65.775,-4816.0
65.8,-1697.0
65.825,-4718.0
65.85,-628.0
65.875,3856.0
65.9,-3772.0
65.925,-11700.0
65.95,-13472.0
65.975,-8899.0
66.0,-3656.0
66.025,-4038.0
66.05,2303.0
66.075,4265.0
66.1,-3200.0
66.125,-2150.0
66.15,-201.0
66.175,-3247.0
66.2,-5145.0
66.225,-4050.0
66.25,-3024.0
66.275,-683.0
66.3,1229.0
66.325,-2035.0
66.35,-1035.0
66.375,-928.0
66.4,-2493.0
66.425,4474.0
66.45,6600.0
66.475,5058.0
66.5,7086.0
66.525,4600.0
66.55,-2146.0
66.575,-3645.0
66.6,1865.0
66.625,3270.0
66.65,-628.0
66.675,-214.0
66.7,8923.0
66.725,8784.0
66.75,-2175.0
66.775,-4597.0
66.8,-6298.0
66.825,-8484.0
66.85,-4806.0
66.875,-2877.0
66.9,-117.0
66.925,5114.0
66.95,3720.0
66.975,-192.0
67.0,-2025.0
67.025,-3637.0
67.05,-1380.0
67.075,-622.0
67.1,-1996.0
67.125,-1837.0
67.15,-6780.0
67.175,-7955.0
67.2,-4313.0
67.225,-1951.0
67.25,3881.0
67.275,1773.0
67.3,-1126.0
67.325,3128.0
67.35,5831.0
67.375,7179.0
67.4,3903.0
67.425,3940.0
67.45,2875.0
67.475,3753.0
67.5,10930.0
67.525,5430.0
67.55,7729.0
67.575,14513.0
67.6,6784.0
67.625,7440.0
67.65,9727.0
67.675,4348.0
67.7,3044.0
67.725,6644.0
67.75,10933.0
67.775,14091.0
67.8,10341.0
67.825,3358.0
67.85,8204.0
67.875,10419.0
67.9,5298.0
67.925,7059.0
67.95,9466.0
67.975,4615.0
68.0,-301.0
68.025,2352.0
68.05,-176.0
68.075,-1505.0
68.1,1840.0
68.125,-3147.0
68.15,-2744.0
68.175,2211.0
68.2,2356.0
68.225,849.0
68.25,-2076.0
68.275,-4387.0
68.3,-2920.0
68.325,91.0
68.35,-3250.0
68.375,-7525.0
68.4,-2055.0
68.425,6469.0
68.45,-1043.0
68.475,-11397.0
68.5,-4608.0
68.525,-1666.0
68.55,-774.0
68.575,-654.0
68.6,-5848.0
68.625,-871.0
68.65,208.0
68.675,-7896.0
68.7,-9038.0
68.725,-3555.0
68.75,-3190.0
68.775,1048.0
68.8,6296.0
68.825,2938.0
68.85,6340.0
68.875,2483.0
68.9,-815.0
68.925,496.0
68.95,-12117.0
68.975,-10356.0
69.0,-2966.0
69.025,-7739.0
69.05,-9357.0
69.075,-6593.0
69.1,-2260.0
69.125,372.0
69.15,2320.0
69.175,-5962.0
69.2,-11431.0
69.225,-3455.0
69.25,-5080.0
69.275,-12771.0
69.3,-11837.0
69.325,-5368.0
69.35,-7074.0
69.375,-2670.0
69.4,5231.0
69.425,-6105.0
69.45,-12458.0
69.475,-10625.0
69.5,-9524.0
69.525,-3560.0
69.55,-3535.0
69.575,-11111.0
69.6,-7957.0
69.625,3651.0
69.65,-2805.0
69.675,-7618.0
69.7,3963.0
69.725,2088.0
69.75,-6156.0
69.775,-5549.0
69.8,-5251.0
69.825,-3304.0
69.85,-1725.0
69.875,-3699.0
69.9,-7331.0
69.925,-11567.0
69.95,-8596.0
69.975,-8275.0
70.0,-8035.0
70.025,-1937.0
70.05,-1495.0
70.075,3921.0
70.1,9092.0
70.125,8290.0
70.15,5302.0
70.175,-641.0
70.2,3114.0
70.225,497.0
70.25,-5068.0
70.275,1699.0
70.3,-1785.0
70.325,-1709.0
70.35,2639.0
70.375,-1106.0
70.4,3997.0
70.425,7490.0
70.45,7140.0
70.475,4560.0
70.5,-2539.0
70.525,284.0
70.55,1619.0
70.575,-7246.0
70.6,-9230.0
70.625,-3898.0
70.65,1440.0
70.675,4453.0
70.7,303.0
70.725,-3162.0
70.75,3550.0
70.775,2085.0
70.8,-4529.0
70.825,-382.0
70.85,-3778.0
70.875,-3030.0
70.9,1138.0
70.925,-4596.0
70.95,392.0
70.975,831.0
71.0,-8216.0
71.025,-3555.0
71.05,4018.0
71.075,1603.0
71.1,5246.0
71.125,7327.0
71.15,-4801.0
71.175,-314.0
71.2,7992.0
71.225,-5133.0
71.25,-8744.0
71.275,-209.0
71.3,1560.0
71.325,1807.0
71.35,4108.0
71.375,12827.0
71.4,21571.0
71.425,14478.0
71.45,6069.0
71.475,5202.0
71.5,-2619.0
71.525,-9933.0
71.55,-7204.0
71.575,-5045.0
71.6,-1117.0
71.625,5577.0
71.65,8372.0
71.675,8956.0
71.7,-2228.0
71.725,-8212.0
71.75,4694.0
71.775,8760.0
71.8,5589.0
71.825,5309.0
71.85,314.0
71.875,-1517.0
71.9,1526.0
71.925,2961.0
71.95,5631.0
71.975,5478.0
72.0,2470.0
72.025,478.0
72.05,-550.0
72.075,558.0
72.1,-2077.0
72.125,-7324.0
72.15,-2998.0
72.175,7115.0
72.2,4235.0
72.225,-3789.0
72.25,-1802.0
72.275,-4377.0
72.3,-10354.0
72.325,-3696.0
72.35,3403.0
72.375,4084.0
72.4,4423.0
72.425,1209.0
72.45,-2824.0
72.475,-4780.0
72.5,-1942.0
72.525,-1285.0
72.55,-5868.0
72.575,-3018.0
72.6,-4639.0
72.625,-7909.0
72.65,-2155.0
72.675,-2262.0
72.7,-1701.0
72.725,1553.0
72.75,3781.0
72.775,6368.0
72.8,-1731.0
72.825,-7264.0
72.85,-1418.0
72.875,-623.0
72.9,-6895.0
72.925,-9517.0
72.95,-3077.0
72.975,1216.0
73.0,-919.0
73.025,639.0
73.05,-453.0
73.075,-5226.0
73.1,-4794.0
73.125,-3561.0
73.15,-2811.0
73.175,-6283.0
73.2,-7739.0
73.225,-3162.0
73.25,-6340.0
73.275,-3648.0
73.3,-2978.0
73.325,-11180.0
73.35,-2996.0
73.375,1255.0
73.4,-3652.0
73.425,-1755.0
73.45,-5583.0
73.475,-13638.0
73.5,-11478.0
73.525,-5187.0
73.55,-2167.0
73.575,3855.0
73.6,2890.0
73.625,-2498.0
73.65,-7521.0
73.675,-13506.0
73.7,-13110.0
73.725,-15128.0
73.75,-13068.0
73.775,-8130.0
73.8,-8210.0
