# UNNS Metallic / Glass Structural Ladder
# Oxide: Cd
# GlassID: 31003

# index wt_pct spectral_x spectral_y
0 26.399999618530 2.726000070572 6.039999961853
1 29.209999084473 2.658999919891 5.809999942780
2 32.680000305176 2.584000110626 5.550000190735
3 33.569999694824 2.357000112534 4.769999980927
4 33.569999694824 2.357000112534 4.769999980927
5 33.569999694824 2.357000112534 4.769999980927
6 33.569999694824 2.357000112534 4.769999980927
7 33.569999694824 2.357000112534 4.769999980927
8 33.569999694824 2.357000112534 4.769999980927
9 35.090000152588 2.365000009537 4.789999961853
10 37.080001831055 2.500000000000 5.260000228882
11 37.650001525879 2.378000020981 4.840000152588
12 38.590000152588 2.382999897003 4.860000133514
13 39.580001831055 2.388000011444 4.869999885559
14 39.759998321533 2.454999923706 5.099999904633
15 40.610000610352 2.392999887466 4.889999866486
16 41.259998321533 2.430000066757 5.019999980927
17 41.709999084473 2.398999929428 4.909999847412
18 42.860000610352 2.404999971390 4.929999828339
