# UNNS Metallic / Glass Structural Ladder
# Oxide: Er2O3
# GlassID: 32799

# index wt_pct spectral_x spectral_y
0 1.990000009537 2.043999910355 5.929999828339
1 1.990000009537 2.043999910355 5.929999828339
2 2.029999971390 2.006999969482 5.829999923706
3 2.069999933243 1.968999981880 5.719999790192
4 2.069999933243 1.968999981880 5.719999790192
5 2.119999885559 1.932000041008 5.619999885559
6 2.119999885559 1.932000041008 5.619999885559
7 2.160000085831 1.896000027657 5.519999980927
8 2.210000038147 1.860000014305 5.409999847412
9 2.210000038147 1.860000014305 5.409999847412
