# UNNS Metallic / Glass Structural Ladder
# Oxide: Yb2O3
# GlassID: 40746

# index wt_pct spectral_x spectral_y
0 3.380000114441 1.511999964714 2.450000047684
1 3.490000009537 1.506000041962 2.400000095367
2 3.619999885559 1.498999953270 2.349999904633
3 3.750000000000 1.491999983788 2.299999952316
4 3.900000095367 1.485000014305 2.240000009537
5 6.750000000000 1.620000004768 2.752000093460
6 6.980000019073 1.610000014305 2.698999881744
7 7.230000019073 1.600000023842 2.655999898911
8 7.500000000000 1.590000033379 2.615000009537
9 7.789999961853 1.578999996185 2.565999984741
