# UNNS Metallic / Glass Structural Ladder
# Oxide: ZnO
# GlassID: 42335

# index wt_pct spectral_x spectral_y
0 2.660000085831 2.147000074387 5.386000156403
1 2.710000038147 2.118000030518 5.289000034332
2 5.460000038147 2.122999906540 5.381999969482
3 5.559999942780 2.094000101089 5.282000064850
4 8.409999847412 2.098000049591 5.376999855042
5 8.579999923706 2.069000005722 5.275000095367
6 11.529999732971 2.072000026703 5.372000217438
7 11.760000228882 2.043999910355 5.267000198364
8 14.819999694824 2.046000003815 5.367000102997
9 18.309999465942 2.019000053406 5.360000133514
10 22.000000000000 1.991000056267 5.352000236511
11 25.930000305176 1.963000059128 5.341000080109
