# UNNS Metallic / Glass Structural Ladder
# Oxide: Pr6O11
# GlassID: 40318

# index wt_pct spectral_x spectral_y
0 0.680000007153 1.713000059128 4.079999923706
1 0.680000007153 1.713000059128 4.079999923706
2 3.319999933243 1.720000028610 4.130000114441
3 3.319999933243 1.720000028610 4.130000114441
4 6.440000057220 1.726999998093 4.190000057220
5 6.440000057220 1.726999998093 4.190000057220
6 9.380000114441 1.735000014305 4.250000000000
7 9.380000114441 1.735000014305 4.250000000000
8 12.149999618530 1.741999983788 4.309999942780
9 12.149999618530 1.741999983788 4.309999942780
