# UNNS Metallic / Glass Structural Ladder
# Oxide: SiO2
# GlassID: 35321

# index wt_pct spectral_x spectral_y
0 64.000000000000 1.519000053406 2.549000024796
1 65.000000000000 1.521999955177 2.717999935150
2 65.000000000000 1.521999955177 2.724999904633
3 65.000000000000 1.523000001907 2.732000112534
4 65.000000000000 1.524000048637 2.740999937058
5 65.000000000000 1.524999976158 2.750999927521
6 67.000000000000 1.516000032425 2.519000053406
7 70.000000000000 1.511000037193 2.487999916077
8 72.000000000000 1.508000016212 2.467000007629
9 77.000000000000 1.498000025749 2.414000034332
10 82.000000000000 1.486999988556 2.361999988556
