struc_perc_id,source_ladder_id,object_id,object_name,spectrum_index,spectrum_id,spectrum_file,spectrum_date,phase_days,spectral_phase_role,line_id,line_name,element_group,rest_wavelength,n_points_window,continuum_level,line_flux_proxy,line_depth_proxy,equivalent_width_proxy,velocity_proxy_km_s,width_proxy_angstrom,signal_quality_proxy,delta_line_flux,delta_line_depth,delta_equivalent_width,delta_velocity,delta_width,delta_signal_quality,line_transition_flag,element_transition_flag,gap,gap_source,boundary_role,struc_perc_role,alpha_ready,unns_interpretation,raw_reference
C1_SN1993J_spectral_state_00001,C1_SN1993J,C1_SN1993J,SN1993J,1,SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None,SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None.flm,1993-03-30 00:00:00.00,,early_spectral_state,H_beta,H beta,H,4861.3,140,4885.31,-34.7525714286,0.0711950725747,1.9918326575,8588.36438932,97.9734178504,0.0521787264347,0,0,0,0,0,0,0,0,0.614277503377,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None.flm::H_beta
C1_SN1993J_spectral_state_00002,C1_SN1993J,C1_SN1993J,SN1993J,1,SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None,SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None.flm,1993-03-30 00:00:00.00,,early_spectral_state,Fe_II_5169,Fe II 5169,Fe,5169,180,4384.395,-60.3436666667,0.0532810114052,4.95478167455,9488.64786614,115.519246258,0.102029009038,0,0,0,0,0,0,1,1,1.03435047798,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None.flm::Fe_II_5169
C1_SN1993J_spectral_state_00003,C1_SN1993J,C1_SN1993J,SN1993J,1,SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None,SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None.flm,1993-03-30 00:00:00.00,,early_spectral_state,He_I_5876,He I 5876,He,5875.6,160,3153.8,-13.645625,0.143709176232,1.38455196905,870.756941927,105.440975874,0.0301810296205,0,0,0,0,0,0,1,1,0.343027917997,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None.flm::He_I_5876
C1_SN1993J_spectral_state_00004,C1_SN1993J,C1_SN1993J,SN1993J,1,SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None,SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None.flm,1993-03-30 00:00:00.00,,early_spectral_state,Ni_Co_decay_proxy,Ni/Co decay proxy blend,NiCo,5890,260,3145.105,-19.4271538462,0.144734436529,3.21201358937,13065.3816707,182.565878083,0.0266727438109,0,0,0,0,0,0,1,1,0.533441421471,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None.flm::Ni_Co_decay_proxy
C1_SN1993J_spectral_state_00005,C1_SN1993J,C1_SN1993J,SN1993J,1,SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None,SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None.flm,1993-03-30 00:00:00.00,,early_spectral_state,Si_II_6355,Si II 6355,Si,6355,160,2564.155,-5.6223125,0.0678020634478,0.701650251252,835.933523742,115.842278945,0.0168382052362,0,0,0,0,0,0,1,1,0.230103853245,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None.flm::Si_II_6355
C1_SN1993J_spectral_state_00006,C1_SN1993J,C1_SN1993J,SN1993J,1,SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None,SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None.flm,1993-03-30 00:00:00.00,,early_spectral_state,H_alpha,H alpha,H,6562.8,180,2270.515,111.3395,0.035690140783,-17.6533605812,-7951.98601435,86.5005240867,0.340653704812,0,0,0,0,0,0,1,1,1.72663975495,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None.flm::H_alpha
C1_SN1993J_spectral_state_00007,C1_SN1993J,C1_SN1993J,SN1993J,2,SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None_0,SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None_0.dat,1993-03-30 00:00:00.00,,early_spectral_state,H_beta,H beta,H,4861.3,42,6051.2339,-594.952571429,0.153953559786,27.1714984674,7962.96808151,75.9560821298,0.740118900529,-560.2,0.0827584872113,25.1796658099,-625.39630781,-22.0173357206,0.687940174094,1,0,1025.45057238,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None_0.dat::H_beta
C1_SN1993J_spectral_state_00008,C1_SN1993J,C1_SN1993J,SN1993J,2,SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None_0,SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None_0.dat,1993-03-30 00:00:00.00,,early_spectral_state,Fe_II_5169,Fe II 5169,Fe,5169,52,5284.9797,-481.497726923,0.134342389243,33.115509182,9493.86828991,98.3358024242,0.659894980531,-421.154060256,0.0810613778378,28.1607275074,5.22042377,-17.1834438338,0.557865971493,1,1,771.193387856,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None_0.dat::Fe_II_5169
C1_SN1993J_spectral_state_00009,C1_SN1993J,C1_SN1993J,SN1993J,2,SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None_0,SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None_0.dat,1993-03-30 00:00:00.00,,early_spectral_state,He_I_5876,He I 5876,He,5875.6,40,3768.1684,-307.3432425,0.140605313712,25.9696696177,7971.96077616,88.8163212671,0.631250886742,-293.6976175,-0.00310386252,24.5851176486,7101.20383423,-16.6246546069,0.601069857122,1,1,542.330544477,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None_0.dat::He_I_5876
C1_SN1993J_spectral_state_00010,C1_SN1993J,C1_SN1993J,SN1993J,2,SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None_0,SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None_0.dat,1993-03-30 00:00:00.00,,early_spectral_state,Ni_Co_decay_proxy,Ni/Co decay proxy blend,NiCo,5890,65,3880.0763,-445.52568,0.238367090874,59.4472285707,13093.8880798,134.776950943,0.545166680153,-426.098526154,0.093632654345,56.2352149813,28.5064091,-47.78892714,0.518493936342,1,1,782.130258432,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None_0.dat::Ni_Co_decay_proxy
C1_SN1993J_spectral_state_00011,C1_SN1993J,C1_SN1993J,SN1993J,2,SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None_0,SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None_0.dat,1993-03-30 00:00:00.00,,early_spectral_state,Si_II_6355,Si II 6355,Si,6355,37,2992.5101,-223.197486486,0.11828501431,23.7192678698,6751.31138458,88.4106209303,0.562041421248,-217.575173986,0.0504829508622,23.0176176185,5915.37786084,-27.4316580147,0.545203216012,1,1,403.860357552,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None_0.dat::Si_II_6355
C1_SN1993J_spectral_state_00012,C1_SN1993J,C1_SN1993J,SN1993J,2,SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None_0,SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None_0.dat,1993-03-30 00:00:00.00,,early_spectral_state,H_alpha,H alpha,H,6562.8,41,2754.89495,-186.54722561,0.135651724215,24.6536129808,8096.04194344,77.6158543089,0.577851694823,-297.88672561,0.099961583432,42.306973562,16048.0279578,-8.8846697778,0.237197990011,1,1,554.539300855,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/SN1993J_1993-03-30_00-00-00_Lick-3m_KAST_None_0.dat::H_alpha
C1_SN1993J_spectral_state_00013,C1_SN1993J,C1_SN1993J,SN1993J,3,SN_1993J_1993-03-30_00-00-00_Lick-3m_KAST_UCB-SNDB_0,SN_1993J_1993-03-30_00-00-00_Lick-3m_KAST_UCB-SNDB_0.flm,1993-03-30 00:00:00.00,,early_spectral_state,H_beta,H beta,H,4861.3,140,4885.31,-34.7525714286,0.0711950725747,1.9918326575,8588.36438932,97.9734178504,0.0521787264347,560.2,-0.0827584872113,-25.1796658099,625.39630781,22.0173357206,-0.687940174094,1,0,1025.45057238,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/SN_1993J_1993-03-30_00-00-00_Lick-3m_KAST_UCB-SNDB_0.flm::H_beta
C1_SN1993J_spectral_state_00014,C1_SN1993J,C1_SN1993J,SN1993J,3,SN_1993J_1993-03-30_00-00-00_Lick-3m_KAST_UCB-SNDB_0,SN_1993J_1993-03-30_00-00-00_Lick-3m_KAST_UCB-SNDB_0.flm,1993-03-30 00:00:00.00,,early_spectral_state,Fe_II_5169,Fe II 5169,Fe,5169,180,4384.395,-60.3436666667,0.0532810114052,4.95478167455,9488.64786614,115.519246258,0.102029009038,421.154060256,-0.0810613778378,-28.1607275074,-5.22042377,17.1834438338,-0.557865971493,1,1,771.193387856,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/SN_1993J_1993-03-30_00-00-00_Lick-3m_KAST_UCB-SNDB_0.flm::Fe_II_5169
C1_SN1993J_spectral_state_00015,C1_SN1993J,C1_SN1993J,SN1993J,3,SN_1993J_1993-03-30_00-00-00_Lick-3m_KAST_UCB-SNDB_0,SN_1993J_1993-03-30_00-00-00_Lick-3m_KAST_UCB-SNDB_0.flm,1993-03-30 00:00:00.00,,early_spectral_state,He_I_5876,He I 5876,He,5875.6,160,3153.8,-13.645625,0.143709176232,1.38455196905,870.756941927,105.440975874,0.0301810296205,293.6976175,0.00310386252,-24.5851176486,-7101.20383423,16.6246546069,-0.601069857122,1,1,542.330544477,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/SN_1993J_1993-03-30_00-00-00_Lick-3m_KAST_UCB-SNDB_0.flm::He_I_5876
C1_SN1993J_spectral_state_00016,C1_SN1993J,C1_SN1993J,SN1993J,3,SN_1993J_1993-03-30_00-00-00_Lick-3m_KAST_UCB-SNDB_0,SN_1993J_1993-03-30_00-00-00_Lick-3m_KAST_UCB-SNDB_0.flm,1993-03-30 00:00:00.00,,early_spectral_state,Ni_Co_decay_proxy,Ni/Co decay proxy blend,NiCo,5890,260,3145.105,-19.4271538462,0.144734436529,3.21201358937,13065.3816707,182.565878083,0.0266727438109,426.098526154,-0.093632654345,-56.2352149813,-28.5064091,47.78892714,-0.518493936342,1,1,782.130258432,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/SN_1993J_1993-03-30_00-00-00_Lick-3m_KAST_UCB-SNDB_0.flm::Ni_Co_decay_proxy
C1_SN1993J_spectral_state_00017,C1_SN1993J,C1_SN1993J,SN1993J,3,SN_1993J_1993-03-30_00-00-00_Lick-3m_KAST_UCB-SNDB_0,SN_1993J_1993-03-30_00-00-00_Lick-3m_KAST_UCB-SNDB_0.flm,1993-03-30 00:00:00.00,,early_spectral_state,Si_II_6355,Si II 6355,Si,6355,160,2564.155,-5.6223125,0.0678020634478,0.701650251252,835.933523742,115.842278945,0.0168382052362,217.575173986,-0.0504829508622,-23.0176176185,-5915.37786084,27.4316580147,-0.545203216012,1,1,403.860357552,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/SN_1993J_1993-03-30_00-00-00_Lick-3m_KAST_UCB-SNDB_0.flm::Si_II_6355
C1_SN1993J_spectral_state_00018,C1_SN1993J,C1_SN1993J,SN1993J,3,SN_1993J_1993-03-30_00-00-00_Lick-3m_KAST_UCB-SNDB_0,SN_1993J_1993-03-30_00-00-00_Lick-3m_KAST_UCB-SNDB_0.flm,1993-03-30 00:00:00.00,,early_spectral_state,H_alpha,H alpha,H,6562.8,180,2270.515,111.3395,0.035690140783,-17.6533605812,-7951.98601435,86.5005240867,0.340653704812,297.88672561,-0.099961583432,-42.306973562,-16048.0279578,8.8846697778,-0.237197990011,1,1,554.539300855,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/SN_1993J_1993-03-30_00-00-00_Lick-3m_KAST_UCB-SNDB_0.flm::H_alpha
C1_SN1993J_spectral_state_00019,C1_SN1993J,C1_SN1993J,SN1993J,4,1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_SUSPECT,1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_SUSPECT.dat,1993-03-31 00:00:00.00,,early_spectral_state,H_beta,H beta,H,4861.3,2800,2.43692097209e-13,1.09586622517e-14,0.0152433282039,222.668918772,-8042.61336214,71.1326184036,0.0105855172583,34.7525714286,-0.0559517443708,220.677086115,-16630.9777515,-26.8407994468,-0.0415932091764,1,0,77.7055975809,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_SUSPECT.dat::H_beta
C1_SN1993J_spectral_state_00020,C1_SN1993J,C1_SN1993J,SN1993J,4,1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_SUSPECT,1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_SUSPECT.dat,1993-03-31 00:00:00.00,,early_spectral_state,Fe_II_5169,Fe II 5169,Fe,5169,3600,2.2773331208e-13,-8.20712469068e-15,0.0307069115903,295.629809274,9242.1278549,104.263153264,0.00791858796284,60.3436666667,-0.0225740998149,290.675027599,-246.52001124,-11.256092994,-0.0941104210752,1,1,115.049613143,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_SUSPECT.dat::Fe_II_5169
C1_SN1993J_spectral_state_00021,C1_SN1993J,C1_SN1993J,SN1993J,4,1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_SUSPECT,1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_SUSPECT.dat,1993-03-31 00:00:00.00,,early_spectral_state,He_I_5876,He I 5876,He,5875.6,3200,1.5353681732e-13,1.05404181475e-14,0.0840688151659,274.483710827,898.822924313,75.7911600371,0.0103049379638,13.645625,-0.0596403610661,273.099158858,28.065982386,-29.6498158369,-0.0198760916567,1,1,30.7123903069,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_SUSPECT.dat::He_I_5876
C1_SN1993J_spectral_state_00022,C1_SN1993J,C1_SN1993J,SN1993J,4,1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_SUSPECT,1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_SUSPECT.dat,1993-03-31 00:00:00.00,,early_spectral_state,Ni_Co_decay_proxy,Ni/Co decay proxy blend,NiCo,5890,5200,1.5623709737e-13,5.28475389709e-15,0.08620788397,447.358010872,163.686346162,159.666593137,0.00508226795672,19.4271538462,-0.058526552559,444.145997283,-12901.6953245,-22.899284946,-0.0215904758542,1,1,50.3912236532,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_SUSPECT.dat::Ni_Co_decay_proxy
C1_SN1993J_spectral_state_00023,C1_SN1993J,C1_SN1993J,SN1993J,4,1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_SUSPECT,1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_SUSPECT.dat,1993-03-31 00:00:00.00,,early_spectral_state,Si_II_6355,Si II 6355,Si,6355,3200,1.42829135021e-13,-2.40766853023e-14,0.0390697965164,286.74849919,4254.09532002,86.4343806768,0.0235655583974,5.6223125,-0.0287322669314,286.046848939,3418.16179628,-29.4078982682,0.0067273531612,1,1,17.7930619869,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_SUSPECT.dat::Si_II_6355
C1_SN1993J_spectral_state_00024,C1_SN1993J,C1_SN1993J,SN1993J,4,1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_SUSPECT,1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_SUSPECT.dat,1993-03-31 00:00:00.00,,early_spectral_state,H_alpha,H alpha,H,6562.8,3059,1.28623870723e-13,-1.86576118681e-14,0.0272825298063,276.094960912,5047.88973761,87.4315375835,0.0185117386625,-111.3395,-0.0084076109767,293.748321493,12999.875752,0.9310134968,-0.32214196615,1,1,215.311477591,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_SUSPECT.dat::H_alpha
C1_SN1993J_spectral_state_00025,C1_SN1993J,C1_SN1993J,SN1993J,5,SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None,SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None.dat,1993-03-31 00:00:00.00,,early_spectral_state,H_beta,H beta,H,4861.3,42,2.1288014e-13,1.59390304762e-14,0.00106593385229,224.222559648,3824.49744505,61.8516732873,0.0157094620206,4.9803682245e-15,-0.0141773943516,1.553640876,11867.1108072,-9.2809451163,0.0051239447623,1,0,7.38606506816,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None.dat::H_beta
C1_SN1993J_spectral_state_00026,C1_SN1993J,C1_SN1993J,SN1993J,5,SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None,SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None.dat,1993-03-31 00:00:00.00,,early_spectral_state,Fe_II_5169,Fe II 5169,Fe,5169,52,2.132071e-13,-9.24283134615e-15,0.0235801043367,302.371775056,10332.6163752,102.484582939,0.00895696816013,-1.03570665547e-15,-0.0071268072536,6.741965782,1090.4885203,-1.778570325,0.00103838019729,1,1,0.923587845624,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None.dat::Fe_II_5169
C1_SN1993J_spectral_state_00027,C1_SN1993J,C1_SN1993J,SN1993J,5,SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None,SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None.dat,1993-03-31 00:00:00.00,,early_spectral_state,He_I_5876,He I 5876,He,5875.6,40,1.4898554e-13,-6.57244075e-15,0.0170599361938,278.935333803,7971.96077616,58.2764735122,0.00644707010498,-1.71128588975e-14,-0.0670088789721,4.451622976,7073.13785185,-17.5146865249,-0.00385786785882,1,1,5.71746364507,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None.dat::He_I_5876
C1_SN1993J_spectral_state_00028,C1_SN1993J,C1_SN1993J,SN1993J,5,SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None,SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None.dat,1993-03-31 00:00:00.00,,early_spectral_state,Ni_Co_decay_proxy,Ni/Co decay proxy blend,NiCo,5890,65,1.6114046e-13,-2.14171076923e-14,0.0337122005033,455.425670104,12670.8733307,144.779638387,0.0207138762659,-2.67018615894e-14,-0.0524956834667,8.067659232,12507.1869845,-14.88695475,0.0156316083092,1,1,8.5841657475,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None.dat::Ni_Co_decay_proxy
C1_SN1993J_spectral_state_00029,C1_SN1993J,C1_SN1993J,SN1993J,5,SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None,SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None.dat,1993-03-31 00:00:00.00,,early_spectral_state,Si_II_6355,Si II 6355,Si,6355,37,1.22036945e-13,-1.0152037973e-14,0.0122893056788,286.303852817,6336.60272772,82.6607591023,0.0100189793602,1.39246473293e-14,-0.0267804908376,-0.444646373,2082.5074077,-3.7736215745,-0.0135465790372,1,1,1.75709553951,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None.dat::Si_II_6355
C1_SN1993J_spectral_state_00030,C1_SN1993J,C1_SN1993J,SN1993J,5,SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None,SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None.dat,1993-03-31 00:00:00.00,,early_spectral_state,H_alpha,H alpha,H,6562.8,41,1.0946076e-13,-2.70126168293e-15,0.00917961532952,329.045864906,8096.04194344,85.3388496099,0.00266704780303,1.59563501852e-14,-0.0181029144768,52.950903994,3048.15220583,-2.0926879736,-0.0158446908595,1,1,2.81956304737,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None.dat::H_alpha
C1_SN1993J_spectral_state_00031,C1_SN1993J,C1_SN1993J,SN1993J,5,SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None,SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None.dat,1993-03-31 00:00:00.00,,early_spectral_state,O_I_7774,O I 7774,O,7774,34,7.2374239e-14,-8.90677302941e-15,0.0121346378221,336.511043863,5148.74646775,93.7797755117,0.00883132666076,0,0,0,0,0,0,1,1,0.196395469519,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None.dat::O_I_7774
C1_SN1993J_spectral_state_00032,C1_SN1993J,C1_SN1993J,SN1993J,5,SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None,SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None.dat,1993-03-31 00:00:00.00,,early_spectral_state,Ca_II_NIR,Ca II near-infrared triplet,Ca,8579,62,5.9734375e-14,-4.70255170968e-15,0.00838793966648,682.439871568,-12011.2469721,197.344017361,0.00466593270112,0,0,0,0,0,0,1,1,0.336470689362,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None.dat::Ca_II_NIR
C1_SN1993J_spectral_state_00033,C1_SN1993J,C1_SN1993J,SN1993J,6,SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None_0,SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None_0.dat,1993-03-31 00:00:00.00,,early_spectral_state,H_beta,H beta,H,4861.3,42,2.2955274e-13,2.52787404762e-14,-0.00761068614267,219.082889671,-4685.57972961,72.5731047995,0.0245337207599,9.33971e-15,-0.00867661999496,-5.139669977,-8510.07717466,10.7214315122,0.0088242587393,1,1,5.58838272676,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None_0.dat::H_beta
C1_SN1993J_spectral_state_00034,C1_SN1993J,C1_SN1993J,SN1993J,6,SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None_0,SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None_0.dat,1993-03-31 00:00:00.00,,early_spectral_state,Fe_II_5169,Fe II 5169,Fe,5169,47,2.5940569e-13,-3.78011987234e-14,0.0439251945892,269.947402485,8240.38653864,91.9042313525,0.0375844274696,-2.85583673773e-14,0.0203450902525,-32.424372571,-2092.22983656,-10.5803515865,0.0286274593095,1,1,2.51552358362,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/SN1993J_1993-03-31_00-00-00_Ekar_BC-Ekar_None_0.dat::Fe_II_5169
C1_SN1993J_spectral_state_00035,C1_SN1993J,C1_SN1993J,SN1993J,7,1993J_1993-03-31_20-30-00_Ekar_BC-Ekar_SUSPECT,1993J_1993-03-31_20-30-00_Ekar_BC-Ekar_SUSPECT.dat,1993-03-31 20:30:00.00,,early_spectral_state,H_beta,H beta,H,4861.3,280,2.12057422403e-13,1.65364664875e-14,0.00185074919175,227.192032567,3654.27123109,62.4874389133,0.0163076915883,-8.7422739887e-15,0.00946143533442,8.109142896,8339.8509607,-10.0856658862,-0.0082260291716,1,1,5.5049640562,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/1993J_1993-03-31_20-30-00_Ekar_BC-Ekar_SUSPECT.dat::H_beta
C1_SN1993J_spectral_state_00036,C1_SN1993J,C1_SN1993J,SN1993J,7,1993J_1993-03-31_20-30-00_Ekar_BC-Ekar_SUSPECT,1993J_1993-03-31_20-30-00_Ekar_BC-Ekar_SUSPECT.dat,1993-03-31 20:30:00.00,,early_spectral_state,Fe_II_5169,Fe II 5169,Fe,5169,360,1.95537976002e-13,8.1290809798e-15,0.00966808049609,298.671843149,-10406.9671586,102.683383277,0.00787656397805,4.59302797032e-14,-0.0342571140931,28.724440664,-18647.3536972,10.7791519245,-0.0297078634916,1,1,11.9655103853,date_ordered_line_window_proxy_change,early_spectral_state,early_post_boundary_spectral_state,yes,post-collapse spectral element-line structural state,C1_SN1993J/1993J_1993-03-31_20-30-00_Ekar_BC-Ekar_SUSPECT.dat::Fe_II_5169
